"img-fit-cover src","entity_localized_name","anime_tag","anime_tag 2","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","steam-site-name 4","steam-site-name 5","steam-site-name 6","anime_tag 3","scormem-item","scormem-item 2"
"https://static.acgsecrets.hk/img/5a/5a2d740b8d2219b3373395a352e46d65/01be6812ed94183754f8bec59e062ce664b03fbb531917dcfd52a0d6627dbc3b.jpg","深夜Punch","喜劇","","其他名稱：深夜中的一擊、MAYONAKA PUNCH、Midnight Punch、深夜中的一击","全球觀看最多的影片投稿網站「NewTube」。三人組NewTuber「はりきりシスターズ」的「まさ吉」，即真咲(まさき)，因某事件被迫離開頻道。在真咲試圖東山再起之際，出現了一個奇怪的人物りぶ，他不知為何感覺到與她有著命運的連結。如果與擁有超人能力的りぶ一起，肯定能拍攝出最棒的影片。目標是，達到100萬頻道訂閱者！","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","","7.35","56K"
"https://static.acgsecrets.hk/img/f5/f50a6466b4803368de2325db62b42aea/defd4fca427ce16d4e6d4d45c6ce08a77e86faa8415ae1ca7f03f30dcb1b708b.jpg","義妹生活","浪漫","","其他名稱：Gimai Seikatsu、Days with My Stepsister、义妹生活","高中生淺村悠太，由於父親再婚，和學年第一美少女綾瀨沙季成為同住一個屋簷下的兄妹。都見過雙親感情破裂的兩人對男女關係慎重看待，約好要保持適度的距離，既不接近也不對立。沙季渴望親情而一直獨自努力，因此不懂得如何依賴別人，悠太也不曉得該如何以哥哥的身分與她相處。某些地方十分相似的兩人，逐漸感受到與對方共同生活有多麼愜意……","Crunchyroll","Crunchyroll","","","","","","7.32","194K"
"https://static.acgsecrets.hk/img/d4/d468e369aca1f560404c38355a9cb912/648afdbac99212d6a168b282902de94901c7c275c52ea514be9842657262f65d.jpg","2.5次元的誘惑","喜劇","家長指引","其他名稱：2.5-jigen no Yuuwaku、Ririsa of 2.5 Dimension、2.5-jigen no Ririsa、2.5 Dimensional Girl、2.5次元的诱惑","現實中的女人我才沒興趣！深愛著２次元角色．莉莉艾露的漫畫研究社社長．奧村，今年他的社團來了一位，自稱「我想變成莉莉艾露」的３次元女同學．天乃理理沙。奧村受到理理沙的請求，決定協助她拍攝角色扮演的活動，而此時在奧村眼前竟然出現了活生生的莉莉艾露本人！？","巴哈姆特動畫瘋","愛奇藝","木棉花YouTube","Netflix","巴哈姆特動畫瘋","愛奇藝","","7.42","145K"
"https://static.acgsecrets.hk/img/e0/e08c315a96a6e992a61664656a993595/ae953cb8288c3ad995cbe3ffde633dc0baf8535ee0b7dc4b0ae2161acc129e10.jpg","靠廢柴技能【狀態異常】成為最強的我將蹂躪一切","動作","冒險","其他名稱：依靠被嫌棄的【狀態異常技能】而成為最強的我最終蹂躪一切、最強的我最終蹂躪一切、Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made、Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells、I became the strongest with the failure frame ""Abnormal State Skill"" as I devastated everything、靠废柴技能【状态异常】成为最强的我将蹂躏一切、依靠被嫌弃的【状态异常技能】而成为最强的我最终蹂躏一切、最强的我最终蹂躏一切","有「背景人物」之稱的高中生三森燈河，和同班同學一起被召喚到異世界。同學陸續獲得A級、S級的勇者身分，卻只有燈河一個人是最低等的E級。而且他取得的技能，是在這個世界被視為「廢柴」的【狀態異常】。燈河被女神薇希斯拋棄到生存機率零的遺跡後，儘管面臨絕望的地獄處境，依舊善用自身技能蹂躪著魔物。在暗不見光的沉淪漆黑之中，燈河的心中只有一股意念──「等我活著回去──你就認命吧。」原本一心扮演背景人物的E級勇者，一路攀上絕對最強地位的逆襲故事，就此開幕！","巴哈姆特動畫瘋","viu.com","巴哈姆特動畫瘋","木棉花YouTube","","","奇幻","6.48","208K"
"https://static.acgsecrets.hk/img/fd/fdb0097c97cb075a0d0e1154d5ea211c/7d7808163fb5cfbb9ec6bc96fe39f34e7469b088724873c36084288782533732.jpg","異世界失格","冒險","喜劇","其他名稱：Isekai Shikkaku、No Longer Allowed In Another World、No Longer Human...In Another World、Disqualified from Otherworldliness、异世界失格","著名的大文豪在那個夜晚，與他心愛的人來到玉川上水。為了親自了結他""可恥的生涯""。然而在此同時，那台慣例的卡車突然出現…這位作家來到異世界，按道理應該獲得特殊的""神授之力""，結果他的狀態列居然是前所未有的劣等。""你沒有在這裡活下去的才能，甚至沒有那個資格！""在異世界也同樣失格的作家，他嶄新的冒險故事，在這裡開幕。","Crunchyroll","Crunchyroll","","","","","奇幻","7.26","218K"
"https://static.acgsecrets.hk/img/19/192245222a1c4f42330d82f654848224/c37583928dd424cee594a5f5ace90af1681f17db3e2b3df6e8dd90cdd0f79a0a.jpg","從路人角色開始的探索英雄譚","動作","冒險","其他名稱：從路人開始的探索英雄譚、Mob kara Hajimaru Tansaku Eiyuutan、A Nobody's Way Up to an Exploration Hero、The story of an exploration hero who has worked his way up from common people、Heroic Exploration Tale Starting from Mob、从路人角色开始的探索英雄谭、从路人开始的探索英雄谭","能力值低到堪稱路人角色的高中生‧高木海斗是個平凡無奇的探索者，每天都在日本出現的迷宮中狩獵史萊姆，努力賺取零用錢的同時，也暗戀著身為班上女神的童年玩伴。有一天，在他面前出現了一隻從未見過的金色史萊姆。海斗在困惑之餘擊敗它後，居然得到了能召喚出神話級存在的從者卡片，此乃價值數億的超稀有道具!!當他下定決心進行召喚之後，一名美得超乎人類想像的女武神就此現身──","巴哈姆特動畫瘋","木棉花YouTube","巴哈姆特動畫瘋","木棉花YouTube","","","奇幻","5.81","78K"
"https://static.acgsecrets.hk/img/de/de51eae13ea9909484b5ec010240f0f7/0ad0a62d18cc0aeb5b88b6d09375ac423f78d8560042a9f9a31ee555858d1338.jpg","魔王軍最強的魔術師是人類","動作","冒險","其他名稱：Maougun Saikyou no Majutsushi wa Ningen datta、The Strongest Magician in the Demon Lord's Army was a Human、The Maou Army's Strongest Magician Was a Human、The Demon Lord Army's Strongest Magician Was a Human、魔王军最强的魔术师是人类","被稱為『魔王軍最強的魔術師』，單槍匹馬也能攻克堡壘的魔族，他的名字是アイク。他以絕大的魔術掃除敵人的樣子，簡直就像是『怪物』本身，成為了敵友皆畏懼的存在。然而，他其實有一個不能告訴其他魔族的秘密。「——我，其實是人類啊」","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","奇幻","6.41","142K"
"https://static.acgsecrets.hk/img/2d/2d7d5e353d4f121ca7e9901603b759b3/99ed268a009b2f61062dab38ef9467da8ab13b359d22954c272ea535ac48437f.jpg","身為VTuber的我因為忘記關台而成了傳說","喜劇","","其他名稱：Vtuber忘記關掉直播結果成為了傳說、VTuber Nanda ga Haishin Kiri Wasuretara Densetsu ni Natteta、VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream、身为VTuber的我因为忘记关台而成了传说、Vtuber忘记关掉直播结果成为了传说","Live-ON是一間坐擁諸多才華洋溢的VTuber的大型公司。其中身為三期生，以「清秀」為賣點的VTuber心音淡雪，因為一時失察而忘記關台，結果──「果然高罐開起來的聲音就是爽啊！」「嗄？她也太好擼了吧？」「我要來當妳的媽媽啦！」把真面目（酗酒、喜歡女性、清秀（VTuber））暴露得一覽無遺！而到了隔天，「超多人剪了直播片段！上了趨勢榜的世界第一？這個直播觀看人數是怎麼回事！」非但沒鬧得雞飛狗跳，還因為反差效果而大紅大紫！結果──「好咧！來加把勁直播啦──！」放縱自我的她，衝上了超人氣VTuber之路！","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","","7.02","71K"
"https://static.acgsecrets.hk/img/3e/3ecb69f541494b370e8e68e5a3d69779/5a57d5db485478c47556a3f78942b7ffcbd9e99e9b0781206e7c49c87a84320e.jpg","模擬後宮體驗","日常","","其他名稱：百變的七倉同學、疑似後宮、Giji Harem、Pseudo Harem、百变的七仓同学、模拟后宫体验、疑似后宫","憧憬如漫畫般後宮狀態的戲劇部學長「北浜瑛二」，在他面前總是不自覺地扮演不同“角色”的「七倉凛」。無論是傲嬌女孩、小惡魔女孩、撒嬌女孩、冷酷女孩還是端莊女孩。扮演的角色越來越多，對學長的感情也變得越來越難以抑制。對於有點笨且相當遲鈍的瑛二，七倉能否有一天能以真實的自己向他表達自己的感情呢…？","Bilibili","Ani-One YouTube","巴哈姆特動畫瘋","Bilibili","Ani-One YouTube","巴哈姆特動畫瘋","","7.83","201K"
"https://static.acgsecrets.hk/img/f0/f0848a07d8edadb6fefe8dbb51e97069/d72f62655a5a46bb094a917396cdb0a18c9db31b18d8d954b605bc34252d84cb.jpg","雙生戀情密不可分","喜劇","浪漫","其他名稱：無法割捨戀情的雙胞胎、戀愛無法用雙子除盡、戀愛無法被雙子整除、Koi wa Futago de Warikirenai、Love Between Twins is Indivisible、恋爱无法用双子除尽、双生恋情密不可分、无法割舍恋情的双胞胎、恋爱无法被双子整除","在我六歲時，我們家搬到了神宮寺家隔壁。自那之後一直到高一的現在，兩家雙親相處融洽，我和他們家的雙胞胎姊妹也是宛如家人般一起長大的摯友。有著中性的外貌，內心卻十分少女的姊姊──琉實；外表可愛、本性地雷的次文化宅妹妹──那織；以及被性格呈現對比的兩姊妹夾在中間，對此也不覺厭惡的我──白崎純。雖然內心懷抱著不知何時萌芽的戀慕，卻也沒有確定關係，三人持續來往──「要不要和我交往看看？就當作試用期如何？」──琉實說出的這句話，將我們導向了微妙的三角關係。雙胞胎的錯綜複雜初戀愛情喜劇，開幕！","Crunchyroll","Crunchyroll","","","","","","6.26","68K"
"https://static.acgsecrets.hk/img/67/67f905daf6938c39df8eb08a32a2133b/d4a7643d6c771bd58f7c221e61671cbfa969ba46428f17e090809fb94a726a9c.jpg","學姊是男孩","浪漫","","其他名稱：前輩是偽娘、前輩是男孩子、Senpai wa Otokonoko、My Crossdressing Crush、this is him (can't be anyone else)、前辈是男孩子、前辈是伪娘、学姊是男孩","蒼井咲對一見鍾情的學姊花岡真琴告白後，意外發現對方竟是男兒身。遭到真琴拒絕後，咲沒有放棄追求，反而越挫越勇，並與真琴的青梅竹馬龍二相識。一段特殊的情感在三個人之間蕩漾開來！","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","","7.29","83K"
"https://static.acgsecrets.hk/img/df/dfa0e6ac03706c3b0e783b579d35f858/9447a87a75eda9d36d56f8fa18c6a1de7c89ff37e74b7b56f72139ebaff76dcb.jpg","曾經、魔法少女和邪惡相互為敵。","喜劇","奇幻","其他名稱：魔法少女與惡曾是敵人、魔法少女與邪惡曾經敵對。、Katsute Mahou Shoujo to Aku wa Tekitai shiteita.、The Magical Girl and the Evil Lieutenant Used to Be Archenemies、This is the first, and probably final, loose hostile relation.、The Former Magical Girl & Evil Enemy、The Magical Girl and Evil Officer、魔法少女与邪恶曾经敌对。、魔法少女与恶曾是敌人、曾经、魔法少女和邪恶相互为敌。","冷酷無情的邪惡組織參謀，某天遇見了與之對抗的魔法少女，然後對魔法少女一見鍾情了。從此邪惡參謀在策劃統治世界時也不忘買甜點蛋糕送魔法少女吃、在計畫奴役人類時也不忘關心魔法少女、在壯大邪惡組織勢力的同時也不忘和魔法少女打情罵俏。同事來幫忙就扯同事的後腿、部下抓住魔法少女就放走魔法少女，一場最殘忍最傲嬌最悲戚最可愛的正與邪的搞笑戰鬥，在此揭開序幕！","巴哈姆特動畫瘋","巴哈姆特動畫瘋","Bilibili","","","","浪漫","7.56","98K"
"https://static.acgsecrets.hk/img/a3/a338a5889ba551c03e9bae9a47c02244/03e261b5ad71a9513cf3c36cce2ff351271c174bf26edffe8b5224f8e64484b1.jpg","地下城中的人","冒險","喜劇","其他名稱：地下城裡的人們、Dungeon no Naka no Hito、Dungeon People、地下城里的人们","盜賊少女——克蕾伊探索地下城深層時遇到意外，牆壁竟然在她與怪物的戰鬥中崩塌了。崩塌的牆壁裡面是一片「不可思議的居住空間」…此時出現一名自稱「地下城管理員」的少女，招募克蕾伊進入經營方工作——!?","巴哈姆特動畫瘋","巴哈姆特動畫瘋","Bilibili","","","","奇幻","7.12","49K"
"https://static.acgsecrets.hk/img/07/07d9feddd83168cd31f82f021e8d89ff/28c4c89210e131318cf4da4d9a713879e2791b170bc11529719779d1843d167d.jpg","戰國妖狐 千魔混沌篇","動作","冒險","其他名稱：Sengoku Youko: Senma Konton-hen、Sengoku Youko: The Chaos of a Thousand Demons Arc、战国妖狐 千魔混沌篇","迅火化為千尾妖狐後失蹤，小玉為尋找他而踏上旅程。至於真介，則與千夜掉落到一處村落，而且千夜竟然喪失記憶。真介覺得這剛好是個轉機，希望千夜能當個普通小孩子生活下去，但卻事與願違……。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","奇幻","7.58","28K"
"https://static.acgsecrets.hk/img/f4/f438bb120e29ee1cbe7cbb89427d95f8/1864f00998b3e416436173bf82da7583711f14d91f1c5d0192f882fd9d114233.jpg","我要【招架】一切～反誤解的世界最強想成為冒險者～","動作","冒險","其他名稱：我會【招架】一切～逆誤解的世界最強想成為冒險者～、我會全部都【招架】住，有所誤解的世界最強想成為冒險家、我要招架一切、Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai、I Parry Everything: What Do You Mean I'm the Strongest? I'm Not Even an Adventurer Yet!、I Will ""Parry"" All: The World's Strongest Man Wanna Be an Adventurer、我会【招架】一切～逆误解的世界最强想成为冒险者～、我会全部都【招架】住，有所误解的世界最强想成为冒险家、我要【招架】一切～反误解的世界最强想成为冒险者～","環遊世界，與怪物戰鬥，保護人民。少年・ノール對於成為這樣的冒險者抱有憧憬，但他得到的評價卻是「在所有方面完全沒有才能」這一殘酷的判定。但如果沒有才能，那就比誰都更加努力吧！ノール持續磨練他所掌握的最低技能──彈開攻擊的【招架】，終於成長到可以彈開千把劍。然而，無論如何精通這個最低技能，ノール仍無法成為一名冒險者，儘管他在不自覺中獲得了世界最強級別的力量，卻仍舊過著處理城鎮雜務的日子。就在這樣的某一天，ノール偶然救了被魔物襲擊的王女・リーン，他的命運之輪開始朝著意想不到的方向轉動……！","木棉花YouTube","巴哈姆特動畫瘋","巴哈姆特動畫瘋","木棉花YouTube","","","奇幻","6.88","196K"
"https://static.acgsecrets.hk/img/af/af8facb6c29cfc37cbd6ba319aa632e1/5a383c8bbb48361e6142e193f04d546c2239979f2925ba9b0edb924603f68af6.jpg","新人大叔冒險者，被最強隊伍操到死成無敵","動作","冒險","其他名稱：大叔新人冒險者 被最強小隊拼死鍛鍊後無敵了、Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.、The Rookie Middle-Aged Adventurer Was Trained to Death by the Most Powerful Party to Become Invincible、The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible、大叔新人冒险者 被最强小队拼死锻炼后无敌了、新人大叔冒险者，被最强队伍操到死成无敌","起步太晚…？不管從幾歲開始當冒險者、不管從幾歲開始新事物…根本沒差吧！『想成為冒險者，最好趁年輕比較好』可是那個男人卻是過了30歲才開始。目標成為冒險者的里克‧古拉迪亞特爾，明明是個新人卻有著與最高等級S級同等戰鬥力。靠著由傳說隊伍「奧利哈康之拳」──這個從龍到吸血鬼，名符其實的「怪物」級師父們所操出來的戰鬥力，將那些小看他的菁英冒險者全都打趴在地。","巴哈姆特動畫瘋","木棉花YouTube","木棉花YouTube","巴哈姆特動畫瘋","","","奇幻","7.37","186K"
"https://static.acgsecrets.hk/img/ea/ea793588ac9d6b7f2a6aafa9735a6678/851b020441220497a8712c386c2e6a9a46eed49ca7295b1b13268b74aa6d6c9d.jpg","ATRI-My Dear Moments-","戲劇","浪漫","其他名稱：Atri: My Dear Moments、亞托莉 -我摯愛的時光-、亚托莉 -我挚爱的时光-","在不遠的未來，海平面原因不明地急速上升，導致了地表多數都沉入海中。小時候因為事故而失去一條腿的少年・斑鳩夏生，厭倦了都市的生活，移居到了海邊的鄉村小鎮。曾經身為海洋地質學家的祖母留給他的、就只有船,潜水艇還有債務。夏生為了取回“失去的未來”，與迷之討債人凱瑟琳一起，潛海前往據說保存著祖母遺產的海底倉庫。在那裡，他遇到了一位沉睡在如同棺材一般裝置中不可思議的少女――亞托莉。她是一位構造精密到與人類別無二致，而又豐富感情的機器人。從海底被打撈起來的亞托莉如是說到。「我想完成主人留給我的最後的命令。在此之前，我會成為夏生先生的腿！」在一個逐漸沉入海中的平和小鎮，少年和機器人少女的難忘夏日就這麼開始了——","Bilibili","Bilibili","Bilibili","","","","","7.20","79K"
"https://static.acgsecrets.hk/img/fa/fa2350c36d61067c6a6a15aaeb509228/0883cf6456cee4b7c84e58519a08b8ce10007d308e96f9d6a4011e866c1e43ef.jpg","我的妻子不具感情","喜劇","浪漫","其他名稱：我的妻子沒有感情、Boku no Tsuma wa Kanjou ga Nai、My Wife Has No Emotion、我的妻子没有感情","拓馬因為工作繁忙，實在沒有多餘的心力做家事，因此新買了一台家電。原本以為買回來的，只是一台「不具感情」的家事機器人，沒想到……","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","科幻","6.75","63K"
